Datetime,Year,Month,Day,Mean Temp (C),Max Temp (C),Min Temp (C),Total Rain (mm),Total Snow (cm),Total Precip (mm),season
01-Sep-18,"2,018",9,1,21,27,15,0,0,0,Fall
30-Sep-17,"2,017",9,30,11,15,6,0,0,0,Fall
29-Sep-17,"2,017",9,29,13,18,8,4,0,4,Fall
28-Sep-17,"2,017",9,28,14,19,8,0,0,0,Fall
27-Sep-17,"2,017",9,27,22,30,14,0,0,0,Fall
26-Sep-17,"2,017",9,26,26,31,20,0,0,0,Fall
25-Sep-17,"2,017",9,25,26,32,20,0,0,0,Fall
24-Sep-17,"2,017",9,24,27,34,19,0,0,0,Fall
23-Sep-17,"2,017",9,23,25,33,18,0,0,0,Fall
22-Sep-17,"2,017",9,22,22,27,17,0,0,0,Fall
21-Sep-17,"2,017",9,21,22,27,16,0,0,0,Fall
20-Sep-17,"2,017",9,20,22,26,18,0,0,0,Fall
19-Sep-17,"2,017",9,19,23,27,19,0,0,0,Fall
18-Sep-17,"2,017",9,18,22,28,16,0,0,0,Fall
17-Sep-17,"2,017",9,17,21,27,15,0,0,0,Fall
16-Sep-17,"2,017",9,16,21,27,15,0,0,0,Fall
15-Sep-17,"2,017",9,15,22,26,17,0,0,0,Fall
14-Sep-17,"2,017",9,14,22,28,15,0,0,0,Fall
13-Sep-17,"2,017",9,13,18,25,11,0,0,0,Fall
12-Sep-17,"2,017",9,12,17,24,10,0,0,0,Fall
11-Sep-17,"2,017",9,11,16,23,8,0,0,0,Fall
10-Sep-17,"2,017",9,10,14,19,8,0,0,0,Fall
09-Sep-17,"2,017",9,9,13,18,8,0,0,0,Fall
08-Sep-17,"2,017",9,8,14,19,10,0,0,0,Fall
07-Sep-17,"2,017",9,7,15,20,10,4,0,4,Fall
06-Sep-17,"2,017",9,6,16,21,11,0,0,0,Fall
05-Sep-17,"2,017",9,5,17,21,13,5,0,5,Fall
04-Sep-17,"2,017",9,4,20,27,14,9,0,9,Fall
03-Sep-17,"2,017",9,3,18,21,14,9,0,9,Fall
02-Sep-17,"2,017",9,2,14,20,7,0,0,0,Fall
01-Sep-17,"2,017",9,1,13,18,7,0,0,0,Fall
30-Sep-16,"2,016",9,30,16,19,13,0,0,0,Fall
29-Sep-16,"2,016",9,29,15,17,13,8,0,8,Fall
28-Sep-16,"2,016",9,28,17,22,13,0,0,0,Fall
27-Sep-16,"2,016",9,27,16,22,9,0,0,0,Fall
26-Sep-16,"2,016",9,26,15,18,11,12,0,12,Fall
25-Sep-16,"2,016",9,25,13,18,8,0,0,0,Fall
24-Sep-16,"2,016",9,24,14,19,8,0,0,0,Fall
23-Sep-16,"2,016",9,23,16,22,11,1,0,1,Fall
22-Sep-16,"2,016",9,22,22,30,14,0,0,0,Fall
21-Sep-16,"2,016",9,21,21,28,14,0,0,0,Fall
20-Sep-16,"2,016",9,20,22,29,15,0,0,0,Fall
19-Sep-16,"2,016",9,19,21,27,16,0,0,0,Fall
18-Sep-16,"2,016",9,18,22,27,17,0,0,0,Fall
17-Sep-16,"2,016",9,17,21,23,19,7,0,7,Fall
16-Sep-16,"2,016",9,16,17,24,11,0,0,0,Fall
15-Sep-16,"2,016",9,15,15,20,11,0,0,0,Fall
14-Sep-16,"2,016",9,14,17,22,12,0,0,0,Fall
13-Sep-16,"2,016",9,13,21,28,15,0,0,0,Fall
12-Sep-16,"2,016",9,12,18,25,12,0,0,0,Fall
11-Sep-16,"2,016",9,11,19,23,14,0,0,0,Fall
10-Sep-16,"2,016",9,10,24,29,19,2,0,2,Fall
09-Sep-16,"2,016",9,9,24,29,20,0,0,0,Fall
08-Sep-16,"2,016",9,8,26,30,21,3,0,3,Fall
07-Sep-16,"2,016",9,7,29,35,22,33,0,33,Fall
06-Sep-16,"2,016",9,6,25,31,20,0,0,0,Fall
05-Sep-16,"2,016",9,5,22,29,14,0,0,0,Fall
04-Sep-16,"2,016",9,4,19,25,13,0,0,0,Fall
03-Sep-16,"2,016",9,3,18,24,13,0,0,0,Fall
02-Sep-16,"2,016",9,2,19,24,13,0,0,0,Fall
01-Sep-16,"2,016",9,1,19,23,16,0,0,0,Fall
30-Sep-15,"2,015",9,30,12,17,7,0,0,0,Fall
29-Sep-15,"2,015",9,29,18,23,14,13,0,13,Fall
28-Sep-15,"2,015",9,28,20,22,18,0,0,0,Fall
27-Sep-15,"2,015",9,27,16,21,11,0,0,0,Fall
26-Sep-15,"2,015",9,26,15,20,10,0,0,0,Fall
25-Sep-15,"2,015",9,25,17,22,13,0,0,0,Fall
24-Sep-15,"2,015",9,24,19,23,15,0,0,0,Fall
23-Sep-15,"2,015",9,23,19,24,13,0,0,0,Fall
22-Sep-15,"2,015",9,22,16,22,10,0,0,0,Fall
21-Sep-15,"2,015",9,21,15,20,11,0,0,0,Fall
20-Sep-15,"2,015",9,20,14,19,10,0,0,0,Fall
19-Sep-15,"2,015",9,19,19,25,12,11,0,11,Fall
18-Sep-15,"2,015",9,18,22,27,16,0,0,0,Fall
17-Sep-15,"2,015",9,17,22,28,16,0,0,0,Fall
16-Sep-15,"2,015",9,16,22,28,16,0,0,0,Fall
15-Sep-15,"2,015",9,15,21,28,13,0,0,0,Fall
14-Sep-15,"2,015",9,14,17,24,9,0,0,0,Fall
13-Sep-15,"2,015",9,13,12,15,10,3,0,3,Fall
12-Sep-15,"2,015",9,12,14,16,12,15,0,15,Fall
11-Sep-15,"2,015",9,11,18,23,13,7,0,7,Fall
10-Sep-15,"2,015",9,10,18,24,13,0,0,0,Fall
09-Sep-15,"2,015",9,9,21,26,15,3,0,3,Fall
08-Sep-15,"2,015",9,8,26,29,22,9,0,9,Fall
07-Sep-15,"2,015",9,7,28,34,21,0,0,0,Fall
06-Sep-15,"2,015",9,6,26,32,19,0,0,0,Fall
05-Sep-15,"2,015",9,5,24,30,19,0,0,0,Fall
04-Sep-15,"2,015",9,4,25,28,21,0,0,0,Fall
03-Sep-15,"2,015",9,3,26,30,21,0,0,0,Fall
02-Sep-15,"2,015",9,2,27,33,20,0,0,0,Fall
01-Sep-15,"2,015",9,1,23,29,18,0,0,0,Fall
30-Sep-14,"2,014",9,30,17,19,15,0,0,0,Fall
29-Sep-14,"2,014",9,29,19,24,13,0,0,0,Fall
28-Sep-14,"2,014",9,28,19,25,12,0,0,0,Fall
27-Sep-14,"2,014",9,27,19,25,12,0,0,0,Fall
26-Sep-14,"2,014",9,26,17,23,11,0,0,0,Fall
25-Sep-14,"2,014",9,25,16,21,11,0,0,0,Fall
24-Sep-14,"2,014",9,24,16,22,10,0,0,0,Fall
23-Sep-14,"2,014",9,23,15,23,7,0,0,0,Fall
22-Sep-14,"2,014",9,22,11,15,7,0,0,0,Fall
21-Sep-14,"2,014",9,21,17,24,10,16,0,16,Fall
20-Sep-14,"2,014",9,20,17,25,9,0,0,0,Fall
19-Sep-14,"2,014",9,19,9,14,5,0,0,0,Fall
18-Sep-14,"2,014",9,18,10,14,5,0,0,0,Fall
17-Sep-14,"2,014",9,17,14,21,8,0,0,0,Fall
16-Sep-14,"2,014",9,16,14,19,9,0,0,0,Fall
15-Sep-14,"2,014",9,15,14,19,9,4,0,4,Fall
14-Sep-14,"2,014",9,14,11,16,6,0,0,0,Fall
13-Sep-14,"2,014",9,13,11,14,7,2,0,2,Fall
12-Sep-14,"2,014",9,12,12,14,9,0,0,0,Fall
11-Sep-14,"2,014",9,11,17,23,11,8,0,8,Fall
10-Sep-14,"2,014",9,10,20,23,18,27,0,27,Fall
09-Sep-14,"2,014",9,9,20,22,18,0,0,0,Fall
08-Sep-14,"2,014",9,8,17,23,11,0,0,0,Fall
07-Sep-14,"2,014",9,7,17,22,12,0,0,0,Fall
06-Sep-14,"2,014",9,6,18,23,13,5,0,5,Fall
05-Sep-14,"2,014",9,5,26,32,20,24,0,24,Fall
04-Sep-14,"2,014",9,4,23,30,17,0,0,0,Fall
03-Sep-14,"2,014",9,3,21,28,14,0,0,0,Fall
02-Sep-14,"2,014",9,2,20,25,16,14,0,14,Fall
01-Sep-14,"2,014",9,1,24,29,18,3,0,3,Fall
30-Sep-13,"2,013",9,30,17,20,13,4,0,4,Fall
29-Sep-13,"2,013",9,29,17,21,13,1,0,1,Fall
28-Sep-13,"2,013",9,28,15,20,10,0,0,0,Fall
27-Sep-13,"2,013",9,27,15,20,11,0,0,0,Fall
26-Sep-13,"2,013",9,26,15,21,10,0,0,0,Fall
25-Sep-13,"2,013",9,25,15,22,8,0,0,0,Fall
24-Sep-13,"2,013",9,24,12,19,6,0,0,0,Fall
23-Sep-13,"2,013",9,23,12,16,7,0,0,0,Fall
22-Sep-13,"2,013",9,22,11,13,9,0,0,0,Fall
21-Sep-13,"2,013",9,21,15,20,10,26,0,26,Fall
20-Sep-13,"2,013",9,20,20,24,16,11,0,11,Fall
19-Sep-13,"2,013",9,19,16,22,9,0,0,0,Fall
18-Sep-13,"2,013",9,18,14,21,6,0,0,0,Fall
17-Sep-13,"2,013",9,17,10,16,5,0,0,0,Fall
16-Sep-13,"2,013",9,16,10,15,6,0,0,0,Fall
15-Sep-13,"2,013",9,15,15,19,10,2,0,2,Fall
14-Sep-13,"2,013",9,14,11,17,5,0,0,0,Fall
13-Sep-13,"2,013",9,13,,,,,,,Fall
12-Sep-13,"2,013",9,12,19,24,15,3,0,3,Fall
11-Sep-13,"2,013",9,11,27,33,21,3,0,3,Fall
10-Sep-13,"2,013",9,10,26,34,18,0,0,0,Fall
09-Sep-13,"2,013",9,9,15,21,10,0,0,0,Fall
08-Sep-13,"2,013",9,8,15,20,11,0,0,0,Fall
07-Sep-13,"2,013",9,7,18,21,15,18,0,18,Fall
06-Sep-13,"2,013",9,6,15,23,7,0,0,0,Fall
05-Sep-13,"2,013",9,5,13,18,8,0,0,0,Fall
04-Sep-13,"2,013",9,4,20,26,13,0,0,0,Fall
03-Sep-13,"2,013",9,3,17,22,13,0,0,0,Fall
02-Sep-13,"2,013",9,2,21,25,16,0,0,0,Fall
01-Sep-13,"2,013",9,1,22,25,20,1,0,1,Fall
01-Sep-12,2012,9,1,16.4,21.5,11.2,121,0,121,Fall
01-Sep-11,2011,9,1,17.7,22.2,13.1,85,0,85,Fall
01-Sep-10,2010,9,1,16.4,21.2,11.6,88.2,0,88.2,Fall
01-Sep-09,2009,9,1,16.9,21.9,11.8,40.2,0,40.2,Fall
01-Sep-08,2008,9,1,16.9,21.8,12,83.4,0,83.4,Fall
01-Sep-07,2007,9,1,18.4,24.3,12.4,28.6,0,28.6,Fall
01-Sep-06,2006,9,1,15.7,19.9,11.5,77.6,0,77.6,Fall
01-Sep-05,2005,9,1,19,24.5,13.4,79.6,0,79.6,Fall
01-Sep-04,2004,9,1,18.4,23.8,12.9,25.2,0,25.2,Fall
01-Sep-03,2003,9,1,17,22,11.9,114.2,0,114.2,Fall
01-Sep-02,2002,9,1,20.2,25.9,14.4,59.2,0,59.2,Fall
01-Sep-01,2001,9,1,16.7,22.1,11.3,50.4,0,50.4,Fall
01-Sep-00,2000,9,1,15.9,21.1,10.6,70,0,70,Fall
01-Sep-99,1999,9,1,18,23.3,12.6,80,0,80,Fall
01-Sep-98,1998,9,1,18.2,24.7,11.6,38.4,0,38.4,Fall
01-Sep-97,1997,9,1,15.5,20.9,10,48,0,48,Fall
01-Sep-96,1996,9,1,16.5,21.1,11.9,166.2,0,166.2,Fall
01-Sep-95,1995,9,1,14,20.1,7.8,27.5,0,27.5,Fall
01-Sep-94,1994,9,1,15.9,21.5,10.2,51.4,0,51.4,Fall
01-Sep-93,1993,9,1,13.6,19.1,8.1,59.2,0,59.2,Fall
01-Sep-92,1992,9,1,14.7,20.2,9.1,98.4,0,98.4,Fall
01-Sep-91,1991,9,1,14.9,21,8.7,52.1,0,52.1,Fall
01-Sep-90,1990,9,1,15.3,20.8,9.8,42.8,0,42.8,Fall
01-Sep-89,1989,9,1,15.7,21.5,9.9,44.1,0,44.1,Fall
01-Sep-88,1988,9,1,15.5,21.2,9.7,70.6,0,70.6,Fall
01-Sep-87,1987,9,1,15.5,20.6,10.3,108,0,108,Fall
01-Sep-86,1986,9,1,14.7,19.5,9.9,212.3,0,212.3,Fall
01-Sep-85,1985,9,1,17,22.7,11.3,57.6,0,57.6,Fall
01-Sep-84,1984,9,1,13.9,19.4,8.3,74.7,0,74.7,Fall
01-Sep-83,1983,9,1,16.7,23.2,10.2,54.9,0,54.9,Fall
01-Sep-82,1982,9,1,14.8,20.1,9.5,128.9,0,128.9,Fall
01-Sep-81,1981,9,1,14.3,18.9,9.7,103.3,0,103.3,Fall
01-Sep-80,1980,9,1,15,21,9,53.1,0,53.1,Fall
01-Sep-79,1979,9,1,14.9,21.6,8.2,44.5,0,44.5,Fall
01-Sep-78,1978,9,1,14.6,20.3,8.9,134.3,0,134.3,Fall
01-Sep-77,1977,9,1,15.1,19.3,10.9,154.2,0,154.2,Fall
01-Sep-76,1976,9,1,14.4,20.5,8.3,69.9,0,69.9,Fall
01-Sep-75,1975,9,1,13.1,18.4,7.8,65.3,0,65.3,Fall
01-Sep-74,1974,9,1,13.9,20.4,7.3,46.5,0,46.5,Fall
01-Sep-73,1973,9,1,15.7,22.6,8.7,53.3,0,53.3,Fall
01-Sep-72,1972,9,1,15.4,21.7,9,84.1,0,84.1,Fall
01-Sep-71,1971,9,1,16.9,22.2,11.5,32.5,0,32.5,Fall
01-Sep-70,1970,9,1,15.4,20.6,10.2,61.7,0,61.7,Fall
01-Sep-69,1969,9,1,15.6,21.9,9.3,15,0,15,Fall
01-Sep-68,1968,9,1,16.6,21.8,11.3,88.1,0,88.1,Fall
01-Sep-67,1967,9,1,14.2,21.2,7.1,68.1,0,68.1,Fall
01-Sep-66,1966,9,1,14,20.1,7.9,55.1,0,55.1,Fall
01-Sep-65,1965,9,1,15.2,20.4,9.9,66.5,0,66.5,Fall
01-Sep-64,1964,9,1,14.2,20.6,7.8,14,0,14,Fall
01-Sep-63,1963,9,1,14,20.6,7.4,48,0,48,Fall
01-Sep-62,1962,9,1,14.5,19.9,9.1,131.8,0,131.8,Fall
01-Sep-61,1961,9,1,19.3,25.4,13.2,42.4,0,42.4,Fall
01-Sep-60,1960,9,1,17.6,23.4,11.8,6.4,0,6.4,Fall
01-Sep-59,1959,9,1,18.7,24.2,13.2,69.3,0,69.3,Fall
01-Sep-58,1958,9,1,16.6,21.4,11.7,78.5,0,78.5,Fall
01-Sep-57,1957,9,1,15.9,21.6,10.2,96.8,0,96.8,Fall
01-Sep-56,1956,9,1,13.1,18.7,7.4,40.1,0,40.1,Fall
01-Sep-55,1955,9,1,15.8,21.9,9.7,30.7,0,30.7,Fall
01-Sep-54,1954,9,1,15.5,20.2,10.7,80.5,0,80.5,Fall
01-Sep-53,1953,9,1,16,22,9.9,72.9,0,72.9,Fall
01-Sep-52,1952,9,1,17.1,23.8,10.3,60.2,0,60.2,Fall
01-Sep-51,1951,9,1,15.5,21.8,9.1,41.7,0,41.7,Fall
01-Sep-50,1950,9,1,14.2,19.4,9,22.1,0,22.1,Fall
01-Sep-49,1949,9,1,14.3,19.4,9.1,90.2,0,90.2,Fall
01-Sep-48,1948,9,1,17.9,24,11.7,154.4,0,154.4,Fall
01-Sep-47,1947,9,1,16.4,22.4,10.4,37.6,0,37.6,Fall
01-Sep-46,1946,9,1,16.3,22.6,9.9,73.7,0,73.7,Fall
01-Sep-45,1945,9,1,15.9,21.2,10.6,128.8,0,128.8,Fall
01-Sep-44,1944,9,1,15.8,21.2,10.3,64,0,64,Fall
01-Sep-43,1943,9,1,14.5,20.6,8.4,35.1,0,35.1,Fall
01-Sep-42,1942,9,1,15.1,20.9,9.3,99.8,0,99.8,Fall
01-Sep-41,1941,9,1,16.8,23.2,10.4,25.1,0,25.1,Fall
01-Sep-40,1940,9,1,15.1,20.3,9.8,102.4,0,102.4,Fall
01-Sep-39,1939,9,1,,,,,,,Fall
01-Sep-38,1938,9,1,14.2,20.1,8.2,102.1,0,102.1,Fall
31-Oct-18,"2,018",10,31,9,14,4,16,0,16,Fall
30-Oct-18,"2,018",10,30,5,11,-2,1,0,1,Fall
29-Oct-18,"2,018",10,29,,,,,,,Fall
28-Oct-18,"2,018",10,28,4,6,1,1,0,1,Fall
27-Oct-18,"2,018",10,27,4,6,1,7,2,10,Fall
26-Oct-18,"2,018",10,26,7,9,5,0,0,0,Fall
25-Oct-18,"2,018",10,25,5,7,2,0,0,0,Fall
24-Oct-18,"2,018",10,24,4,5,2,0,0,0,Fall
23-Oct-18,"2,018",10,23,5,10,1,1,0,1,Fall
22-Oct-18,"2,018",10,22,7,11,2,0,0,0,Fall
21-Oct-18,"2,018",10,21,3,6,0,0,0,0,Fall
20-Oct-18,"2,018",10,20,7,12,3,0,0,0,Fall
19-Oct-18,"2,018",10,19,11,16,5,0,0,0,Fall
18-Oct-18,"2,018",10,18,4,8,-1,0,0,0,Fall
17-Oct-18,"2,018",10,17,5,9,1,0,0,0,Fall
16-Oct-18,"2,018",10,16,7,12,1,0,0,0,Fall
15-Oct-18,"2,018",10,15,8,14,2,1,0,1,Fall
14-Oct-18,"2,018",10,14,9,15,3,0,0,0,Fall
13-Oct-18,"2,018",10,13,7,10,3,1,0,1,Fall
12-Oct-18,"2,018",10,12,8,11,6,1,0,1,Fall
11-Oct-18,"2,018",10,11,15,22,8,0,0,0,Fall
10-Oct-18,"2,018",10,10,23,27,19,0,0,0,Fall
09-Oct-18,"2,018",10,9,21,29,13,0,0,0,Fall
08-Oct-18,"2,018",10,8,13,14,11,3,0,3,Fall
07-Oct-18,"2,018",10,7,13,14,12,5,0,5,Fall
06-Oct-18,"2,018",10,6,13,17,9,1,0,1,Fall
05-Oct-18,"2,018",10,5,9,13,5,0,0,0,Fall
04-Oct-18,"2,018",10,4,15,23,7,4,0,4,Fall
03-Oct-18,"2,018",10,3,14,17,11,0,0,0,Fall
02-Oct-18,"2,018",10,2,11,13,9,13,0,13,Fall
01-Oct-18,"2,018",10,1,10,12,8,10,0,10,Fall
31-Oct-17,"2,017",10,31,6,8,3,0,0,0,Fall
30-Oct-17,"2,017",10,30,7,9,5,0,0,0,Fall
29-Oct-17,"2,017",10,29,6,9,4,0,0,0,Fall
28-Oct-17,"2,017",10,28,7,12,3,5,0,5,Fall
27-Oct-17,"2,017",10,27,9,15,3,0,0,0,Fall
26-Oct-17,"2,017",10,26,7,12,2,0,0,0,Fall
25-Oct-17,"2,017",10,25,7,12,2,0,0,0,Fall
24-Oct-17,"2,017",10,24,13,17,9,1,0,1,Fall
23-Oct-17,"2,017",10,23,17,20,14,9,0,9,Fall
22-Oct-17,"2,017",10,22,16,23,9,,,0,Fall
21-Oct-17,"2,017",10,21,15,21,10,0,0,0,Fall
20-Oct-17,"2,017",10,20,15,22,7,0,0,0,Fall
19-Oct-17,"2,017",10,19,14,21,7,0,0,0,Fall
18-Oct-17,"2,017",10,18,16,22,10,0,0,0,Fall
17-Oct-17,"2,017",10,17,11,20,3,0,0,0,Fall
16-Oct-17,"2,017",10,16,7,10,3,0,0,0,Fall
15-Oct-17,"2,017",10,15,16,24,8,8,0,8,Fall
14-Oct-17,"2,017",10,14,16,19,12,9,0,9,Fall
13-Oct-17,"2,017",10,13,16,19,12,0,0,0,Fall
12-Oct-17,"2,017",10,12,12,15,8,0,0,0,Fall
11-Oct-17,"2,017",10,11,11,14,8,3,0,3,Fall
10-Oct-17,"2,017",10,10,17,23,11,0,0,0,Fall
09-Oct-17,"2,017",10,9,18,22,14,12,0,12,Fall
08-Oct-17,"2,017",10,8,21,25,17,1,0,1,Fall
07-Oct-17,"2,017",10,7,22,28,17,5,0,5,Fall
06-Oct-17,"2,017",10,6,17,21,14,1,0,1,Fall
05-Oct-17,"2,017",10,5,16,23,9,0,0,0,Fall
04-Oct-17,"2,017",10,4,19,27,11,4,0,4,Fall
03-Oct-17,"2,017",10,3,16,24,8,0,0,0,Fall
02-Oct-17,"2,017",10,2,14,20,7,0,0,0,Fall
01-Oct-17,"2,017",10,1,11,18,4,0,0,0,Fall
31-Oct-16,"2,016",10,31,5,9,0,0,0,0,Fall
30-Oct-16,"2,016",10,30,6,11,1,1,0,1,Fall
29-Oct-16,"2,016",10,29,15,20,11,0,0,0,Fall
28-Oct-16,"2,016",10,28,5,11,0,0,0,0,Fall
27-Oct-16,"2,016",10,27,3,5,1,8,0,8,Fall
26-Oct-16,"2,016",10,26,3,5,0,1,0,1,Fall
25-Oct-16,"2,016",10,25,6,8,4,0,0,0,Fall
24-Oct-16,"2,016",10,24,8,10,5,0,0,0,Fall
23-Oct-16,"2,016",10,23,9,15,3,0,0,0,Fall
22-Oct-16,"2,016",10,22,6,9,3,0,0,0,Fall
21-Oct-16,"2,016",10,21,8,11,5,6,0,6,Fall
20-Oct-16,"2,016",10,20,13,15,11,9,0,9,Fall
19-Oct-16,"2,016",10,19,16,21,10,0,0,0,Fall
18-Oct-16,"2,016",10,18,19,26,12,0,0,0,Fall
17-Oct-16,"2,016",10,17,19,22,16,0,0,0,Fall
16-Oct-16,"2,016",10,16,19,21,17,2,0,2,Fall
15-Oct-16,"2,016",10,15,13,19,7,0,0,0,Fall
14-Oct-16,"2,016",10,14,10,15,4,0,0,0,Fall
13-Oct-16,"2,016",10,13,12,20,4,0,0,0,Fall
12-Oct-16,"2,016",10,12,16,22,10,0,0,0,Fall
11-Oct-16,"2,016",10,11,10,17,3,0,0,0,Fall
10-Oct-16,"2,016",10,10,8,14,2,0,0,0,Fall
09-Oct-16,"2,016",10,9,9,13,4,0,0,0,Fall
08-Oct-16,"2,016",10,8,13,18,8,5,0,5,Fall
07-Oct-16,"2,016",10,7,18,22,13,0,0,0,Fall
06-Oct-16,"2,016",10,6,19,23,16,0,0,0,Fall
05-Oct-16,"2,016",10,5,17,20,14,0,0,0,Fall
04-Oct-16,"2,016",10,4,17,20,15,0,0,0,Fall
03-Oct-16,"2,016",10,3,16,19,13,0,0,0,Fall
02-Oct-16,"2,016",10,2,16,19,14,7,0,7,Fall
01-Oct-16,"2,016",10,1,14,16,13,1,0,1,Fall
31-Oct-15,"2,015",10,31,6,10,1,2,0,2,Fall
30-Oct-15,"2,015",10,30,5,10,1,0,0,0,Fall
29-Oct-15,"2,015",10,29,10,14,6,0,0,0,Fall
28-Oct-15,"2,015",10,28,12,15,9,37,0,37,Fall
27-Oct-15,"2,015",10,27,7,11,2,0,0,0,Fall
26-Oct-15,"2,015",10,26,6,10,2,0,0,0,Fall
25-Oct-15,"2,015",10,25,8,14,3,0,0,0,Fall
24-Oct-15,"2,015",10,24,12,16,7,4,0,4,Fall
23-Oct-15,"2,015",10,23,5,9,1,0,0,0,Fall
22-Oct-15,"2,015",10,22,11,16,5,0,0,0,Fall
21-Oct-15,"2,015",10,21,11,13,9,1,0,1,Fall
20-Oct-15,"2,015",10,20,15,18,12,0,0,0,Fall
19-Oct-15,"2,015",10,19,7,16,-2,1,0,1,Fall
18-Oct-15,"2,015",10,18,2,6,-3,0,0,0,Fall
17-Oct-15,"2,015",10,17,2,6,-2,0,0,0,Fall
16-Oct-15,"2,015",10,16,7,13,2,1,0,1,Fall
15-Oct-15,"2,015",10,15,12,19,4,4,0,4,Fall
14-Oct-15,"2,015",10,14,9,13,6,0,0,0,Fall
13-Oct-15,"2,015",10,13,15,19,11,0,0,0,Fall
12-Oct-15,"2,015",10,12,18,23,13,0,0,0,Fall
11-Oct-15,"2,015",10,11,17,23,11,0,0,0,Fall
10-Oct-15,"2,015",10,10,10,16,4,0,0,0,Fall
09-Oct-15,"2,015",10,9,11,17,6,1,0,1,Fall
08-Oct-15,"2,015",10,8,11,15,7,13,0,13,Fall
07-Oct-15,"2,015",10,7,15,22,9,0,0,0,Fall
06-Oct-15,"2,015",10,6,13,17,10,0,0,0,Fall
05-Oct-15,"2,015",10,5,12,14,10,1,0,1,Fall
04-Oct-15,"2,015",10,4,12,15,9,0,0,0,Fall
03-Oct-15,"2,015",10,3,9,12,6,2,0,2,Fall
02-Oct-15,"2,015",10,2,9,12,5,0,0,0,Fall
01-Oct-15,"2,015",10,1,10,15,4,0,0,0,Fall
31-Oct-14,"2,014",10,31,4,7,1,11,1,12,Fall
30-Oct-14,"2,014",10,30,6,10,3,0,0,0,Fall
29-Oct-14,"2,014",10,29,9,13,4,0,0,0,Fall
28-Oct-14,"2,014",10,28,15,21,9,2,0,2,Fall
27-Oct-14,"2,014",10,27,7,12,1,1,0,1,Fall
26-Oct-14,"2,014",10,26,8,13,3,0,0,0,Fall
25-Oct-14,"2,014",10,25,12,17,7,0,0,0,Fall
24-Oct-14,"2,014",10,24,10,16,3,0,0,0,Fall
23-Oct-14,"2,014",10,23,11,16,6,0,0,0,Fall
22-Oct-14,"2,014",10,22,8,13,3,0,0,0,Fall
21-Oct-14,"2,014",10,21,9,11,6,2,0,2,Fall
20-Oct-14,"2,014",10,20,9,12,6,6,0,6,Fall
19-Oct-14,"2,014",10,19,6,10,3,0,0,0,Fall
18-Oct-14,"2,014",10,18,8,13,3,0,0,0,Fall
17-Oct-14,"2,014",10,17,14,17,12,0,0,0,Fall
16-Oct-14,"2,014",10,16,16,20,12,5,0,5,Fall
15-Oct-14,"2,014",10,15,16,19,13,2,0,2,Fall
14-Oct-14,"2,014",10,14,19,22,15,1,0,1,Fall
13-Oct-14,"2,014",10,13,10,16,4,0,0,0,Fall
12-Oct-14,"2,014",10,12,7,13,2,0,0,0,Fall
11-Oct-14,"2,014",10,11,9,14,3,0,0,0,Fall
10-Oct-14,"2,014",10,10,9,14,3,0,0,0,Fall
09-Oct-14,"2,014",10,9,9,15,3,0,0,0,Fall
08-Oct-14,"2,014",10,8,10,14,5,0,0,0,Fall
07-Oct-14,"2,014",10,7,14,18,11,8,0,8,Fall
06-Oct-14,"2,014",10,6,13,17,9,3,0,3,Fall
05-Oct-14,"2,014",10,5,9,14,3,0,0,0,Fall
04-Oct-14,"2,014",10,4,9,14,4,1,0,1,Fall
03-Oct-14,"2,014",10,3,19,23,14,11,0,11,Fall
02-Oct-14,"2,014",10,2,17,20,14,0,0,0,Fall
01-Oct-14,"2,014",10,1,15,16,15,0,0,0,Fall
31-Oct-13,"2,013",10,31,11,18,4,,,,Fall
30-Oct-13,"2,013",10,30,7,11,4,0,0,0,Fall
29-Oct-13,"2,013",10,29,2,7,-3,0,0,0,Fall
28-Oct-13,"2,013",10,28,3,7,-2,0,0,0,Fall
27-Oct-13,"2,013",10,27,5,9,2,0,0,0,Fall
26-Oct-13,"2,013",10,26,5,7,2,10,0,10,Fall
25-Oct-13,"2,013",10,25,6,10,2,1,0,1,Fall
24-Oct-13,"2,013",10,24,5,9,0,0,0,0,Fall
23-Oct-13,"2,013",10,23,5,9,1,0,0,0,Fall
22-Oct-13,"2,013",10,22,6,8,3,0,0,0,Fall
21-Oct-13,"2,013",10,21,12,16,7,8,0,8,Fall
20-Oct-13,"2,013",10,20,8,14,3,0,0,0,Fall
19-Oct-13,"2,013",10,19,,,,,,,Fall
18-Oct-13,"2,013",10,18,12,15,8,0,0,0,Fall
17-Oct-13,"2,013",10,17,13,16,10,8,0,8,Fall
16-Oct-13,"2,013",10,16,16,21,10,14,0,14,Fall
15-Oct-13,"2,013",10,15,12,17,6,0,0,0,Fall
14-Oct-13,"2,013",10,14,12,18,7,0,0,0,Fall
13-Oct-13,"2,013",10,13,,,,,,,Fall
12-Oct-13,"2,013",10,12,13,21,6,0,0,0,Fall
11-Oct-13,"2,013",10,11,13,20,6,0,0,0,Fall
10-Oct-13,"2,013",10,10,14,20,7,0,0,0,Fall
09-Oct-13,"2,013",10,9,12,18,7,0,0,0,Fall
08-Oct-13,"2,013",10,8,12,17,6,0,0,0,Fall
07-Oct-13,"2,013",10,7,13,19,7,9,0,9,Fall
06-Oct-13,"2,013",10,6,17,19,14,2,0,2,Fall
